,USDCNH
2017-03-02,6.8852
2017-03-03,6.896
2017-03-04,6.896
2017-03-05,6.896
2017-03-06,6.9012
2017-03-07,6.8934
2017-03-08,6.9164
2017-03-09,6.9032
2017-03-10,6.8870000000000005
2017-03-11,6.8870000000000005
2017-03-12,6.8870000000000005
2017-03-13,6.8972
2017-03-14,6.901
2017-03-15,6.8476
2017-03-16,6.8704
2017-03-17,6.8846
2017-03-18,6.8846
2017-03-19,6.8846
2017-03-20,6.8889999999999985
2017-03-21,6.8742
2017-03-22,6.8636
2017-03-23,6.87
2017-03-24,6.8728
2017-03-25,6.8728
2017-03-26,6.8728
2017-03-27,6.856
2017-03-28,6.8734
2017-03-29,6.8679999999999986
2017-03-30,6.8842
2017-03-31,6.8716
2017-04-01,6.8716
2017-04-02,6.8716
2017-04-03,6.8744
2017-04-04,6.879
2017-04-05,6.8828
2017-04-06,6.8896
2017-04-07,6.8865
2017-04-08,6.8865
2017-04-09,6.8865
2017-04-10,6.9064
2017-04-11,6.9008
2017-04-12,6.8836
2017-04-13,6.8856
2017-04-14,6.8822
2017-04-15,6.8822
2017-04-16,6.8822
2017-04-17,6.8782
2017-04-18,6.876
2017-04-19,6.8852
2017-04-20,6.8848
2017-04-21,6.8894
2017-04-22,6.8894
2017-04-23,6.8894
2017-04-24,6.8838
2017-04-25,6.8886
2017-04-26,6.8974
2017-04-27,6.9022
2017-04-28,6.8976
2017-04-29,6.8976
2017-04-30,6.8976
2017-05-01,6.8978
2017-05-02,6.8898
2017-05-03,6.8946
2017-05-04,6.8924
2017-05-05,6.9026
2017-05-06,6.9026
2017-05-07,6.9026
2017-05-08,6.909
2017-05-09,6.9154
2017-05-10,6.9134
2017-05-11,6.904
2017-05-12,6.8974
2017-05-13,6.8974
2017-05-14,6.8974
2017-05-15,6.8912
2017-05-16,6.8754
2017-05-17,6.8712
2017-05-18,6.8832
2017-05-19,6.877000000000002
2017-05-20,6.877000000000002
2017-05-21,6.877000000000002
2017-05-22,6.8786
2017-05-23,6.8808
2017-05-24,6.8746
2017-05-25,6.8498
2017-05-26,6.8224
2017-05-27,6.8224
2017-05-28,6.8224
2017-05-29,6.8218
2017-05-30,6.8244
2017-05-31,6.7464
2017-06-01,6.75
2017-06-02,6.7758
2017-06-03,6.7758
2017-06-04,6.7758
2017-06-05,6.7826
2017-06-06,6.757999999999999
2017-06-07,6.7744
2017-06-08,6.7828
2017-06-09,6.7864
2017-06-10,6.7864
2017-06-11,6.7864
2017-06-12,6.7956
2017-06-13,6.7882
2017-06-14,6.7864
2017-06-15,6.8072
2017-06-16,6.8144
2017-06-17,6.8144
2017-06-18,6.8144
2017-06-19,6.829
2017-06-20,6.8234
2017-06-21,6.8314
2017-06-22,6.8372
2017-06-23,6.8366
2017-06-24,6.8366
2017-06-25,6.8366
2017-06-26,6.8584
2017-06-27,6.8146
2017-06-28,6.8036
2017-06-29,6.7936
2017-06-30,6.7798
2017-07-01,6.7798
2017-07-02,6.7798
2017-07-03,6.7962
2017-07-04,6.806
2017-07-05,6.8
2017-07-06,6.8004
2017-07-07,6.8038
2017-07-08,6.8038
2017-07-09,6.8038
2017-07-10,6.8062
2017-07-11,6.7996
2017-07-12,6.7876
2017-07-13,6.782
2017-07-14,6.767
2017-07-15,6.767
2017-07-16,6.767
2017-07-17,6.7642
2017-07-18,6.7498
2017-07-19,6.7596
2017-07-20,6.7558
2017-07-21,6.7584
2017-07-22,6.7584
2017-07-23,6.7584
2017-07-24,6.7496
2017-07-25,6.7588
2017-07-26,6.7432
2017-07-27,6.7438
2017-07-28,6.7374
2017-07-29,6.7374
2017-07-30,6.7374
2017-07-31,6.727
2017-08-01,6.7302
2017-08-02,6.7304
2017-08-03,6.7295
2017-08-04,6.7356
2017-08-05,6.7356
2017-08-06,6.7356
2017-08-07,6.7314
2017-08-08,6.7105
2017-08-09,6.6924
2017-08-10,6.6665
2017-08-11,6.6745
2017-08-12,6.6745
2017-08-13,6.6745
2017-08-14,6.6903
2017-08-15,6.6962
2017-08-16,6.6886
2017-08-17,6.6863
2017-08-18,6.6818
2017-08-19,6.6818
2017-08-20,6.6818
2017-08-21,6.6711
2017-08-22,6.6688
2017-08-23,6.6634
2017-08-24,6.6611
2017-08-25,6.6433
2017-08-26,6.6433
2017-08-27,6.6433
2017-08-28,6.6183
2017-08-29,6.6078
2017-08-30,6.5989
2017-08-31,6.5957
2017-09-01,6.5607
2017-09-02,6.5607
2017-09-03,6.5607
2017-09-04,6.529
2017-09-05,6.5401
2017-09-06,6.5413
2017-09-07,6.4866
2017-09-08,6.502999999999999
2017-09-09,6.502999999999999
2017-09-10,6.502999999999999
2017-09-11,6.539
2017-09-12,6.5369
2017-09-13,6.5477
2017-09-14,6.5429999999999975
2017-09-15,6.5485
2017-09-16,6.5485
2017-09-17,6.5485
2017-09-18,6.5738
2017-09-19,6.5847
2017-09-20,6.5864
2017-09-21,6.5681
2017-09-22,6.5805
2017-09-23,6.5805
2017-09-24,6.5805
2017-09-25,6.6118
2017-09-26,6.6286
2017-09-27,6.6398
2017-09-28,6.6541
2017-09-29,6.6477
2017-09-30,6.6477
2017-10-01,6.6477
2017-10-02,6.672999999999999
2017-10-03,6.6670000000000025
2017-10-04,6.6477
2017-10-05,6.6542
2017-10-06,6.6512
2017-10-07,6.6512
2017-10-08,6.6512
2017-10-09,6.6152
2017-10-10,6.5669
2017-10-11,6.5735
2017-10-12,6.5783
2017-10-13,6.5677
2017-10-14,6.5677
2017-10-15,6.5677
2017-10-16,6.5833
2017-10-17,6.6074
2017-10-18,6.6196
2017-10-19,6.6058
2017-10-20,6.6238
2017-10-21,6.6238
2017-10-22,6.6238
2017-10-23,6.6389999999999985
2017-10-24,6.6429
2017-10-25,6.6378
2017-10-26,6.6539
2017-10-27,6.6477
2017-10-28,6.6477
2017-10-29,6.6477
2017-10-30,6.6372
2017-10-31,6.6327
2017-11-01,6.6089
2017-11-02,6.6068
2017-11-03,6.6371
2017-11-04,6.6371
2017-11-05,6.6371
2017-11-06,6.6241
2017-11-07,6.6426
2017-11-08,6.6319
2017-11-09,6.6486
2017-11-10,6.6608
2017-11-11,6.6608
2017-11-12,6.6608
2017-11-13,6.6574
2017-11-14,6.6365
2017-11-15,6.6328
2017-11-16,6.632999999999999
2017-11-17,6.6372
2017-11-18,6.6372
2017-11-19,6.6372
2017-11-20,6.647
2017-11-21,6.6275
2017-11-22,6.5972
2017-11-23,6.5788
2017-11-24,6.5882
2017-11-25,6.5882
2017-11-26,6.5882
2017-11-27,6.5972
2017-11-28,6.6082
2017-11-29,6.6123
2017-11-30,6.6117
2017-12-01,6.5969
2017-12-02,6.5969
2017-12-03,6.5969
2017-12-04,6.6157
2017-12-05,6.6168
2017-12-06,6.6179
2017-12-07,6.6248
2017-12-08,6.6238
2017-12-09,6.6238
2017-12-10,6.6238
2017-12-11,6.6218
2017-12-12,6.627000000000002
2017-12-13,6.613
2017-12-14,6.608
2017-12-15,6.6058
2017-12-16,6.6058
2017-12-17,6.6058
2017-12-18,6.6102
2017-12-19,6.6057
2017-12-20,6.5646
2017-12-21,6.5655
2017-12-22,6.5646
2017-12-23,6.5646
2017-12-24,6.5646
2017-12-25,6.5519
2017-12-26,6.5415
2017-12-27,6.5543
2017-12-28,6.5309
2017-12-29,6.5136
2017-12-30,6.5136
2017-12-31,6.5136
2018-01-01,6.5136
2018-01-02,6.5017
2018-01-03,6.4958
2018-01-04,6.4917
2018-01-05,6.4791
2018-01-06,6.4791
2018-01-07,6.4791
2018-01-08,6.4972
2018-01-09,6.5363
2018-01-10,6.523
2018-01-11,6.4906
2018-01-12,6.4581
2018-01-13,6.4581
2018-01-14,6.4581
2018-01-15,6.4304
2018-01-16,6.4372
2018-01-17,6.4328
2018-01-18,6.4219
2018-01-19,6.4005
2018-01-20,6.4005
2018-01-21,6.4005
2018-01-22,6.4028
2018-01-23,6.3988
2018-01-24,6.3492
2018-01-25,6.3301
2018-01-26,6.3262
2018-01-27,6.3262
2018-01-28,6.3262
2018-01-29,6.3381
2018-01-30,6.3288
2018-01-31,6.2992
2018-02-01,6.2909
2018-02-02,6.3134
2018-02-03,6.3134
2018-02-04,6.3134
2018-02-05,6.312
2018-02-06,6.2821
2018-02-07,6.3197
2018-02-08,6.3665
2018-02-09,6.3114
2018-02-10,6.3114
2018-02-11,6.3114
2018-02-12,6.324
2018-02-13,6.3337
2018-02-14,6.3113
2018-02-15,6.2818
2018-02-16,6.2994
2018-02-17,6.2994
2018-02-18,6.2994
2018-02-19,6.3053
2018-02-20,6.3406
2018-02-21,6.3383
2018-02-22,6.334
2018-02-23,6.3264
2018-02-24,6.3264
2018-02-25,6.3264
2018-02-26,6.2955
2018-02-27,6.3263
2018-02-28,6.3309
2018-03-01,6.3477
2018-03-02,6.3286
2018-03-03,6.3286
2018-03-04,6.3286
2018-03-05,6.3351
2018-03-06,6.3098
2018-03-07,6.3204
2018-03-08,6.3441
2018-03-09,6.3258
2018-03-10,6.3258
2018-03-11,6.3258
2018-03-12,6.3247
2018-03-13,6.3267
2018-03-14,6.3072
2018-03-15,6.3296
2018-03-16,6.3260000000000005
2018-03-17,6.3260000000000005
2018-03-18,6.3260000000000005
2018-03-19,6.3189
2018-03-20,6.3336
2018-03-21,6.3047
2018-03-22,6.3397
2018-03-23,6.3126
2018-03-24,6.3126
2018-03-25,6.3126
2018-03-26,6.2543
2018-03-27,6.2684
2018-03-28,6.2852
2018-03-29,6.2729
2018-03-30,6.2628
2018-03-31,6.2628
2018-04-01,6.2628
2018-04-02,6.2688
2018-04-03,6.2732
2018-04-04,6.2862
2018-04-05,6.2928
2018-04-06,6.313
2018-04-07,6.313
2018-04-08,6.313
2018-04-09,6.3039999999999985
2018-04-10,6.2777
2018-04-11,6.2735
2018-04-12,6.2776
2018-04-13,6.2733
2018-04-14,6.2733
2018-04-15,6.2733
2018-04-16,6.2663
2018-04-17,6.2822
2018-04-18,6.2719
2018-04-19,6.2772
2018-04-20,6.2791
2018-04-21,6.2791
2018-04-22,6.2791
2018-04-23,6.3091
2018-04-24,6.2964
2018-04-25,6.322
2018-04-26,6.3276
2018-04-27,6.3201
2018-04-28,6.3201
2018-04-29,6.3201
2018-04-30,6.3158
2018-05-01,6.3381
2018-05-02,6.3749
2018-05-03,6.3439999999999985
2018-05-04,6.3548
2018-05-05,6.3548
2018-05-06,6.3548
2018-05-07,6.36
2018-05-08,6.3661
2018-05-09,6.3649
2018-05-10,6.3296
2018-05-11,6.3353
2018-05-12,6.3353
2018-05-13,6.3353
2018-05-14,6.3372
2018-05-15,6.3661
2018-05-16,6.3505
2018-05-17,6.3576
2018-05-18,6.3625
2018-05-19,6.3625
2018-05-20,6.3625
2018-05-21,6.3574
2018-05-22,6.3532
2018-05-23,6.377000000000002
2018-05-24,6.3744
2018-05-25,6.3889
2018-05-26,6.3889
2018-05-27,6.3889
2018-05-28,6.3973
2018-05-29,6.4244
2018-05-30,6.4006
2018-05-31,6.4091
2018-06-01,6.414
2018-06-02,6.414
2018-06-03,6.414
2018-06-04,6.4053
2018-06-05,6.3951
2018-06-06,6.3774
2018-06-07,6.3895
2018-06-08,6.3996
2018-06-09,6.3996
2018-06-10,6.3996
2018-06-11,6.398
2018-06-12,6.4059
2018-06-13,6.3889
2018-06-14,6.4174
2018-06-15,6.4366
2018-06-16,6.4366
2018-06-17,6.4366
2018-06-18,6.4547
2018-06-19,6.4773
2018-06-20,6.4812
2018-06-21,6.5005
2018-06-22,6.5103
2018-06-23,6.5103
2018-06-24,6.5103
2018-06-25,6.5416
2018-06-26,6.5822
2018-06-27,6.6177
2018-06-28,6.6358
2018-06-29,6.6354
2018-06-30,6.6354
2018-07-01,6.6354
2018-07-02,6.6855
2018-07-03,6.6661
2018-07-04,6.6431
2018-07-05,6.658
2018-07-06,6.6622
2018-07-07,6.6622
2018-07-08,6.6622
2018-07-09,6.6225
2018-07-10,6.6495
2018-07-11,6.7235
2018-07-12,6.6929
2018-07-13,6.7118
2018-07-14,6.7118
2018-07-15,6.7118
2018-07-16,6.7028
2018-07-17,6.7227
2018-07-18,6.7464
2018-07-19,6.7907
2018-07-20,6.7783
2018-07-21,6.7783
2018-07-22,6.7783
2018-07-23,6.8056
2018-07-24,6.811
2018-07-25,6.7565
2018-07-26,6.8256
2018-07-27,6.824
2018-07-28,6.824
2018-07-29,6.824
2018-07-30,6.8314
2018-07-31,6.8053
2018-08-01,6.8262
2018-08-02,6.8826
2018-08-03,6.8475
2018-08-04,6.8475
2018-08-05,6.8475
2018-08-06,6.8657
2018-08-07,6.8216
2018-08-08,6.8238
2018-08-09,6.8461
2018-08-10,6.8688
2018-08-11,6.8688
2018-08-12,6.8688
2018-08-13,6.8955
2018-08-14,6.8966
2018-08-15,6.9467
2018-08-16,6.8615
2018-08-17,6.835
2018-08-18,6.835
2018-08-19,6.835
2018-08-20,6.8353
2018-08-21,6.8285
2018-08-22,6.847
2018-08-23,6.8937
2018-08-24,6.8055
2018-08-25,6.8055
2018-08-26,6.8055
2018-08-27,6.7949
2018-08-28,6.8022
2018-08-29,6.8195
2018-08-30,6.8673
2018-08-31,6.8448
2018-09-01,6.8448
2018-09-02,6.8448
2018-09-03,6.8352
2018-09-04,6.8496
2018-09-05,6.8422
2018-09-06,6.8447
2018-09-07,6.8691
2018-09-08,6.8691
2018-09-09,6.8691
2018-09-10,6.8702
2018-09-11,6.8752
2018-09-12,6.8349
2018-09-13,6.845
2018-09-14,6.8802
2018-09-15,6.8802
2018-09-16,6.8802
2018-09-17,6.8703
2018-09-18,6.8611
2018-09-19,6.8522
2018-09-20,6.8357
2018-09-21,6.8482
2018-09-22,6.8482
2018-09-23,6.8482
2018-09-24,6.8688
2018-09-25,6.8687
2018-09-26,6.8761
2018-09-27,6.8878
2018-09-28,6.8788
2018-09-29,6.8788
2018-09-30,6.8788
2018-10-01,6.8882
2018-10-02,6.8856
2018-10-03,6.8896
2018-10-04,6.8954
2018-10-05,6.8948
2018-10-06,6.8948
2018-10-07,6.8948
2018-10-08,6.9193
2018-10-09,6.9164
2018-10-10,6.9243
2018-10-11,6.8786
2018-10-12,6.9212
2018-10-13,6.9212
2018-10-14,6.9212
2018-10-15,6.9231
2018-10-16,6.9131
2018-10-17,6.9304
2018-10-18,6.9385
2018-10-19,6.9346
2018-10-20,6.9346
2018-10-21,6.9346
2018-10-22,6.9375
2018-10-23,6.9385
2018-10-24,6.944
2018-10-25,6.956
2018-10-26,6.9528
2018-10-27,6.9528
2018-10-28,6.9528
2018-10-29,6.9752
2018-10-30,6.9698
2018-10-31,6.9742
2018-11-01,6.9170000000000025
2018-11-02,6.9002
2018-11-03,6.9002
2018-11-04,6.9002
2018-11-05,6.914
2018-11-06,6.9228
2018-11-07,6.9181
2018-11-08,6.9408
2018-11-09,6.9484
2018-11-10,6.9484
2018-11-11,6.9484
2018-11-12,6.9644
2018-11-13,6.9463
2018-11-14,6.9445
2018-11-15,6.9287
2018-11-16,6.9219
2018-11-17,6.9219
2018-11-18,6.9219
2018-11-19,6.9339
2018-11-20,6.945
2018-11-21,6.9264
2018-11-22,6.926
2018-11-23,6.9444
2018-11-24,6.9444
2018-11-25,6.9444
2018-11-26,6.9504
2018-11-27,6.954
2018-11-28,6.9407
2018-11-29,6.9358
2018-11-30,6.9514
2018-12-01,6.9514
2018-12-02,6.9514
2018-12-03,6.8762
2018-12-04,6.8493
2018-12-05,6.8593
2018-12-06,6.8816
2018-12-07,6.8865
2018-12-08,6.8865
2018-12-09,6.8865
2018-12-10,6.9146
2018-12-11,6.9071
2018-12-12,6.8694
2018-12-13,6.8781
2018-12-14,6.9024
2018-12-15,6.9024
2018-12-16,6.9024
2018-12-17,6.9008
2018-12-18,6.8925
2018-12-19,6.9059
2018-12-20,6.8931
2018-12-21,6.9239
2018-12-22,6.9239
2018-12-23,6.9239
2018-12-24,6.9028
2018-12-25,6.8964
2018-12-26,6.8945
2018-12-27,6.8744
2018-12-28,6.8819
2018-12-29,6.8819
2018-12-30,6.8819
2018-12-31,6.8702
2019-01-01,6.8758
2019-01-02,6.8797
2019-01-03,6.8821
2019-01-04,6.8653
2019-01-05,6.8653
2019-01-06,6.8653
2019-01-07,6.8458
2019-01-08,6.8542
2019-01-09,6.8125
2019-01-10,6.7932
2019-01-11,6.7609
2019-01-12,6.7609
2019-01-13,6.7609
2019-01-14,6.7631
2019-01-15,6.7738
2019-01-16,6.7631
2019-01-17,6.7772
2019-01-18,6.8027
2019-01-19,6.8027
2019-01-20,6.8027
2019-01-21,6.8006
2019-01-22,6.8162
2019-01-23,6.7934
2019-01-24,6.7952
2019-01-25,6.752999999999999
2019-01-26,6.752999999999999
2019-01-27,6.752999999999999
2019-01-28,6.755
2019-01-29,6.7475
2019-01-30,6.7116
2019-01-31,6.7094
2019-02-01,6.7570000000000014
2019-02-02,6.7570000000000014
2019-02-03,6.7570000000000014
2019-02-04,6.7783
2019-02-05,6.7628
2019-02-06,6.7785
2019-02-07,6.7848
2019-02-08,6.7854
2019-02-09,6.7854
2019-02-10,6.7854
2019-02-11,6.8015
2019-02-12,6.7737
2019-02-13,6.7833
2019-02-14,6.7791
2019-02-15,6.7703
2019-02-16,6.7703
2019-02-17,6.7703
2019-02-18,6.7734
2019-02-19,6.7459
2019-02-20,6.7189999999999985
2019-02-21,6.7257
2019-02-22,6.7023
2019-02-23,6.7023
2019-02-24,6.7023
2019-02-25,6.6835
2019-02-26,6.6864
2019-02-27,6.6864
2019-02-28,6.7034
2019-03-01,6.7139
2019-03-02,6.7139
2019-03-03,6.7139
2019-03-04,6.7073
2019-03-05,6.7045
2019-03-06,6.7166
2019-03-07,6.7341
2019-03-08,6.7311
2019-03-09,6.7311
2019-03-10,6.7311
2019-03-11,6.7323
2019-03-12,6.7068
2019-03-13,6.7014
2019-03-14,6.7219
2019-03-15,6.7135
2019-03-16,6.7135
2019-03-17,6.7135
2019-03-18,6.7209
2019-03-19,6.7177
2019-03-20,6.6886
2019-03-21,6.7073
2019-03-22,6.7236
2019-03-23,6.7236
2019-03-24,6.7236
2019-03-25,6.7172
2019-03-26,6.7236
2019-03-27,6.7382
2019-03-28,6.7395
2019-03-29,6.7232
2019-03-30,6.7232
2019-03-31,6.7232
2019-04-01,6.7191
2019-04-02,6.7257
2019-04-03,6.7149
2019-04-04,6.7164
2019-04-05,6.711
2019-04-06,6.711
2019-04-07,6.711
2019-04-08,6.7174
2019-04-09,6.7193
2019-04-10,6.7188
2019-04-11,6.7288
2019-04-12,6.7096
2019-04-13,6.7096
2019-04-14,6.7096
2019-04-15,6.7073
2019-04-16,6.7127
2019-04-17,6.6767
2019-04-18,6.7079
2019-04-19,6.7025
2019-04-20,6.7025
2019-04-21,6.7025
2019-04-22,6.7126
2019-04-23,6.7294
2019-04-24,6.7345
2019-04-25,6.7505
2019-04-26,6.7384
2019-04-27,6.7384
2019-04-28,6.7384
2019-04-29,6.7388
2019-04-30,6.7378
2019-05-01,6.733
2019-05-02,6.7473
2019-05-03,6.7344
2019-05-04,6.7344
2019-05-05,6.7344
2019-05-06,6.7739
2019-05-07,6.795
2019-05-08,6.808
2019-05-09,6.8378
2019-05-10,6.845
2019-05-11,6.845
2019-05-12,6.845
2019-05-13,6.912000000000001
2019-05-14,6.9045
2019-05-15,6.9035
2019-05-16,6.9291
2019-05-17,6.9486
2019-05-18,6.9486
2019-05-19,6.9486
2019-05-20,6.9397
2019-05-21,6.9335
2019-05-22,6.9361
2019-05-23,6.9268
2019-05-24,6.9175
2019-05-25,6.9175
2019-05-26,6.9175
2019-05-27,6.9085
2019-05-28,6.9215
2019-05-29,6.9332
2019-05-30,6.9291
2019-05-31,6.9369
2019-06-01,6.9369
2019-06-02,6.9369
2019-06-03,6.9220000000000015
2019-06-04,6.9212
2019-06-05,6.9291
2019-06-06,6.9281
2019-06-07,6.9439
2019-06-08,6.9439
2019-06-09,6.9439
2019-06-10,6.9437
2019-06-11,6.9254
2019-06-12,6.9287
2019-06-13,6.9292
2019-06-14,6.93
2019-06-15,6.93
2019-06-16,6.93
2019-06-17,6.9304
2019-06-18,6.9025
2019-06-19,6.8944
2019-06-20,6.8611
2019-06-21,6.8635
2019-06-22,6.8635
2019-06-23,6.8635
2019-06-24,6.8756
2019-06-25,6.8843
2019-06-26,6.888
2019-06-27,6.8709
2019-06-28,6.8687
2019-06-29,6.8687
2019-06-30,6.8687
2019-07-01,6.8577
2019-07-02,6.8878
2019-07-03,6.8853
2019-07-04,6.8744
2019-07-05,6.8954
2019-07-06,6.8954
2019-07-07,6.8954
2019-07-08,6.8887
2019-07-09,6.8956
2019-07-10,6.8726
2019-07-11,6.8767
2019-07-12,6.8789
2019-07-13,6.8789
2019-07-14,6.8789
2019-07-15,6.8736
2019-07-16,6.8816
2019-07-17,6.8784
2019-07-18,6.8735
2019-07-19,6.8834
2019-07-20,6.8834
2019-07-21,6.8834
2019-07-22,6.8843
2019-07-23,6.8847
2019-07-24,6.8764
2019-07-25,6.8738
2019-07-26,6.8828
2019-07-27,6.8828
2019-07-28,6.8828
2019-07-29,6.893
2019-07-30,6.8895
2019-07-31,6.9097
2019-08-01,6.9549
2019-08-02,6.9764
2019-08-03,6.9764
2019-08-04,6.9764
2019-08-05,7.0985
2019-08-06,7.0537
2019-08-07,7.0827
2019-08-08,7.0771
2019-08-09,7.0983
2019-08-10,7.0983
2019-08-11,7.0983
2019-08-12,7.1029
2019-08-13,7.0107
2019-08-14,7.0542
2019-08-15,7.0487
2019-08-16,7.0438
2019-08-17,7.0438
2019-08-18,7.0438
2019-08-19,7.0756
2019-08-20,7.0709
2019-08-21,7.0681
2019-08-22,7.0894
2019-08-23,7.1355
2019-08-24,7.1355
2019-08-25,7.1355
2019-08-26,7.1683
2019-08-27,7.1674
2019-08-28,7.17
2019-08-29,7.1436
2019-08-30,7.1617
2019-08-31,7.1617
2019-09-01,7.1617
2019-09-02,7.1947
2019-09-03,7.1778
2019-09-04,7.1472
2019-09-05,7.138
2019-09-06,7.1063
2019-09-07,7.1063
2019-09-08,7.1063
2019-09-09,7.117000000000001
2019-09-10,7.1094
2019-09-11,7.1086
2019-09-12,7.0687
2019-09-13,7.0464
2019-09-14,7.0464
2019-09-15,7.0464
2019-09-16,7.0622
2019-09-17,7.0862
2019-09-18,7.0832
2019-09-19,7.1029
2019-09-20,7.1205
2019-09-21,7.1205
2019-09-22,7.1205
2019-09-23,7.1103
2019-09-24,7.1066
2019-09-25,7.1284
2019-09-26,7.1242
2019-09-27,7.1374
2019-09-28,7.1374
2019-09-29,7.1374
2019-09-30,7.1411
2019-10-01,7.1464
2019-10-02,7.147
2019-10-03,7.1283
2019-10-04,7.1128
2019-10-05,7.1128
2019-10-06,7.1128
2019-10-07,7.1345
2019-10-08,7.1647
2019-10-09,7.1382
2019-10-10,7.104
2019-10-11,7.0883
2019-10-12,7.0883
2019-10-13,7.0883
2019-10-14,7.07
2019-10-15,7.0834
2019-10-16,7.1011
2019-10-17,7.0813
2019-10-18,7.0726
2019-10-19,7.0726
2019-10-20,7.0726
2019-10-21,7.0696
2019-10-22,7.0768
2019-10-23,7.061
2019-10-24,7.0727
2019-10-25,7.0511
2019-10-26,7.0511
2019-10-27,7.0511
2019-10-28,7.0645
2019-10-29,7.0655
2019-10-30,7.0443
2019-10-31,7.0466
2019-11-01,7.0415
2019-11-02,7.0415
2019-11-03,7.0415
2019-11-04,7.0331
2019-11-05,7.0022
2019-11-06,7.0120000000000005
2019-11-07,6.9712
2019-11-08,6.9883
2019-11-09,6.9883
2019-11-10,6.9883
2019-11-11,7.0075
2019-11-12,7.0243
2019-11-13,7.03
2019-11-14,7.0189
2019-11-15,7.0053
2019-11-16,7.0053
2019-11-17,7.0053
2019-11-18,7.0254
2019-11-19,7.0276
2019-11-20,7.0394
2019-11-21,7.0326
2019-11-22,7.0426
2019-11-23,7.0426
2019-11-24,7.0426
2019-11-25,7.0310000000000015
2019-11-26,7.0131
2019-11-27,7.0164
2019-11-28,7.0317
2019-11-29,7.0324
2019-11-30,7.0324
2019-12-01,7.0324
2019-12-02,7.0437
2019-12-03,7.068
2019-12-04,7.0524
2019-12-05,7.041
2019-12-06,7.024
2019-12-07,7.024
2019-12-08,7.024
2019-12-09,7.0366
2019-12-10,7.0271
2019-12-11,7.028
2019-12-12,6.9445
2019-12-13,7.0054
2019-12-14,7.0054
2019-12-15,7.0054
2019-12-16,6.9915
2019-12-17,6.9989
2019-12-18,7.0028
2019-12-19,6.9989
2019-12-20,7.0011
2019-12-21,7.0011
2019-12-22,7.0011
2019-12-23,7.0081
2019-12-24,7.0035
2019-12-25,6.9979
2019-12-26,6.9915
2019-12-27,6.9914
2019-12-28,6.9914
2019-12-29,6.9914
2019-12-30,6.9847
2019-12-31,6.9617
2020-01-01,6.9655
2020-01-02,6.9595
2020-01-03,6.9671
2020-01-04,6.9671
2020-01-05,6.9671
2020-01-06,6.9693
2020-01-07,6.9425
2020-01-08,6.9368
2020-01-09,6.9248
2020-01-10,6.9138
2020-01-11,6.9138
2020-01-12,6.9138
2020-01-13,6.8823
2020-01-14,6.8895
2020-01-15,6.892
2020-01-16,6.8769
2020-01-17,6.8669
2020-01-18,6.8669
2020-01-19,6.8669
2020-01-20,6.8669
2020-01-21,6.9095
2020-01-22,6.9098
2020-01-23,6.9292
2020-01-24,6.9304
2020-01-25,6.9304
2020-01-26,6.9304
2020-01-27,6.9855
2020-01-28,6.9657
2020-01-29,6.9698
2020-01-30,6.9824
2020-01-31,7.0001
2020-02-01,7.0001
2020-02-02,7.0001
2020-02-03,7.0132
2020-02-04,6.9911
2020-02-05,6.9756
2020-02-06,6.9789
2020-02-07,7.0068
2020-02-08,7.0068
2020-02-09,7.0068
2020-02-10,6.985
2020-02-11,6.9708
2020-02-12,6.974
2020-02-13,6.9894
2020-02-14,6.9929999999999986
2020-02-15,6.9929999999999986
2020-02-16,6.9929999999999986
2020-02-17,6.985
2020-02-18,7.0078
2020-02-19,7.0132
2020-02-20,7.0451
2020-02-21,7.0357
2020-02-22,7.0357
2020-02-23,7.0357
2020-02-24,7.0360000000000005
2020-02-25,7.0277
2020-02-26,7.0221
2020-02-27,7.0104
2020-02-28,6.9788
2020-02-29,6.9788
2020-03-01,6.9788
2020-03-02,6.9626
2020-03-03,6.9494
2020-03-04,6.9232
2020-03-05,6.9412
2020-03-06,6.93
2020-03-07,6.93
2020-03-08,6.93
2020-03-09,6.9524
2020-03-10,6.9639
2020-03-11,6.9689999999999985
2020-03-12,7.0274
2020-03-13,7.0215
2020-03-14,7.0215
2020-03-15,7.0215
2020-03-16,7.0121
2020-03-17,7.0309
2020-03-18,7.075
2020-03-19,7.1575
2020-03-20,7.1278
2020-03-21,7.1278
2020-03-22,7.1278
2020-03-23,7.1198
2020-03-24,7.0852
2020-03-25,7.1286
2020-03-26,7.0811
2020-03-27,7.087999999999999
2020-03-28,7.087999999999999
2020-03-29,7.087999999999999
2020-03-30,7.115
2020-03-31,7.0939
2020-04-01,7.1228
2020-04-02,7.0926
2020-04-03,7.1102
2020-04-04,7.1102
2020-04-05,7.1102
2020-04-06,7.1073
2020-04-07,7.0672
2020-04-08,7.0688
2020-04-09,7.0599
2020-04-10,7.0445
2020-04-11,7.0445
2020-04-12,7.0445
2020-04-13,7.0542
2020-04-14,7.0468
2020-04-15,7.0710000000000015
2020-04-16,7.0882
2020-04-17,7.0785
2020-04-18,7.0785
2020-04-19,7.0785
2020-04-20,7.091
2020-04-21,7.1035
2020-04-22,7.101
2020-04-23,7.0942
2020-04-24,7.0906
2020-04-25,7.0906
2020-04-26,7.0906
2020-04-27,7.0922
2020-04-28,7.0887
2020-04-29,7.0731
2020-04-30,7.0813
2020-05-01,7.1368
2020-05-02,7.1368
2020-05-03,7.1368
2020-05-04,7.1306
